"","pmcid","intervention","comparator","outcome","outcome_type","is_data_in_figure_graphics","field","gold","from_gold","pred","from_pred","category"
"655",5559992,"Buprenophine 96 mg","No treatment","Anxiety","continuous",FALSE,"comparator_mean",23.8,TRUE,NA,TRUE,"FN"
"656",5559992,"Buprenophine 96 mg","No treatment","Anxiety","continuous",FALSE,"comparator_standard_deviation",13.82,TRUE,NA,TRUE,"FN"
"657",5571493,"Dw 5%+ Quinine infusion","Dw 5% without Quinine infusion","QT interval","continuous",FALSE,"comparator_group_size",10,TRUE,NA,TRUE,"FN"
"658",5571493,"Dw 5%+ Quinine infusion","Dw 5% without Quinine infusion","QT interval","continuous",FALSE,"intervention_group_size",10,TRUE,NA,TRUE,"FN"
"659",5571493,"Saline + Quinine infusion","Saline without Quinine infusion","Hypoglycemia","continuous",FALSE,"comparator_group_size",10,TRUE,NA,TRUE,"FN"
"660",5571493,"Saline + Quinine infusion","Saline without Quinine infusion","Hypoglycemia","continuous",FALSE,"intervention_group_size",10,TRUE,NA,TRUE,"FN"
"661",5571493,"Saline + Quinine infusion","Saline without Quinine infusion","QT interval","continuous",FALSE,"comparator_group_size",10,TRUE,NA,TRUE,"FN"
"662",5571493,"Saline + Quinine infusion","Saline without Quinine infusion","QT interval","continuous",FALSE,"intervention_group_size",10,TRUE,NA,TRUE,"FN"
"663",5614421,"vaginal progesterone pessaries (equivalent to 100 mg vaginal progesterone)","placebo","other respiratory morbidities","binary",FALSE,"comparator_group_size",388,TRUE,NA,TRUE,"FN"
"664",5614421,"vaginal progesterone pessaries (equivalent to 100 mg vaginal progesterone)","placebo","other respiratory morbidities","binary",FALSE,"intervention_group_size",402,TRUE,NA,TRUE,"FN"
"665",5614421,"vaginal progesterone pessaries (equivalent to 100 mg vaginal progesterone)","placebo","severity of any neonatal respiratory disease","binary",FALSE,"comparator_events",7,TRUE,61,TRUE,"FN"
"666",5614421,"vaginal progesterone pessaries (equivalent to 100 mg vaginal progesterone)","placebo","severity of any neonatal respiratory disease","binary",FALSE,"intervention_events",8,TRUE,64,TRUE,"FN"
"667",5617873,"Aripiprazole","Placbeo","Clinician-rated Clinical Global Impression-Improvement scores","continuous",FALSE,"comparator_standard_deviation",0.1,TRUE,NA,TRUE,"FN"
"668",5617873,"Aripiprazole","Placbeo","Clinician-rated Clinical Global Impression-Improvement scores","continuous",FALSE,"intervention_mean",2.4,TRUE,2.7,TRUE,"FN"
"669",5617873,"Aripiprazole","Placbeo","Clinician-rated Clinical Global Impression-Improvement scores","continuous",FALSE,"intervention_standard_deviation",0.1,TRUE,NA,TRUE,"FN"
"670",5617873,"Aripiprazole","Placbeo","Compulsion scale","continuous",FALSE,"comparator_mean",-2,TRUE,-1.3,TRUE,"FN"
"671",5617873,"Aripiprazole","Placbeo","Compulsion scale","continuous",FALSE,"comparator_standard_deviation",0.5,TRUE,NA,TRUE,"FN"
"672",5617873,"Aripiprazole","Placbeo","Compulsion scale","continuous",FALSE,"intervention_mean",-1.3,TRUE,-2,TRUE,"FN"
"673",5617873,"Aripiprazole","Placbeo","Compulsion scale","continuous",FALSE,"intervention_standard_deviation",0.5,TRUE,NA,TRUE,"FN"
"674",5617873,"Aripiprazole","Placbeo","Inappropriate speech","continuous",FALSE,"comparator_standard_deviation",0.4,TRUE,NA,TRUE,"FN"
"675",5617873,"Aripiprazole","Placbeo","Inappropriate speech","continuous",FALSE,"intervention_standard_deviation",0.4,TRUE,NA,TRUE,"FN"
"676",5617873,"Aripiprazole","Placbeo","Parent-rated Aberrant Behavior Checklis improvement","continuous",FALSE,"comparator_standard_deviation",1.4,TRUE,NA,TRUE,"FN"
"677",5617873,"Aripiprazole","Placbeo","Parent-rated Aberrant Behavior Checklis improvement","continuous",FALSE,"intervention_standard_deviation",1.3,TRUE,NA,TRUE,"FN"
"678",5617873,"Aripiprazole","Placbeo","Social withdrawal","continuous",FALSE,"comparator_mean",-5.2,TRUE,-4.7,TRUE,"FN"
"679",5617873,"Aripiprazole","Placbeo","Social withdrawal","continuous",FALSE,"comparator_standard_deviation",1,TRUE,NA,TRUE,"FN"
"680",5617873,"Aripiprazole","Placbeo","Social withdrawal","continuous",FALSE,"intervention_mean",-4.7,TRUE,-5.2,TRUE,"FN"
"681",5617873,"Aripiprazole","Placbeo","Social withdrawal","continuous",FALSE,"intervention_standard_deviation",1.1,TRUE,NA,TRUE,"FN"
"682",5686687,"Resveratrol","Placebo","CA-125 levels","continuous",FALSE,"comparator_group_size",22,TRUE,NA,TRUE,"FN"
"683",5686687,"Resveratrol","Placebo","CA-125 levels","continuous",FALSE,"intervention_group_size",22,TRUE,NA,TRUE,"FN"
"684",5686687,"Resveratrol","Placebo","Need for Ibuprofen","continuous",FALSE,"comparator_group_size",22,TRUE,5,TRUE,"FN"
"685",5686687,"Resveratrol","Placebo","Need for Ibuprofen","continuous",FALSE,"intervention_group_size",22,TRUE,5,TRUE,"FN"
"686",5686687,"Resveratrol","Placebo","Need for dipyrone","continuous",FALSE,"comparator_group_size",22,TRUE,5,TRUE,"FN"
"687",5686687,"Resveratrol","Placebo","Need for dipyrone","continuous",FALSE,"intervention_group_size",22,TRUE,5,TRUE,"FN"
"688",5686687,"Resveratrol","Placebo","Pain","continuous",FALSE,"comparator_standard_deviation",3.35,TRUE,3.16,TRUE,"FN"
"689",5686687,"Resveratrol","Placebo","Pain","continuous",FALSE,"intervention_standard_deviation",2.63,TRUE,2.48,TRUE,"FN"
"690",5686687,"Resveratrol","Placebo","Prolactin levels","continuous",FALSE,"comparator_group_size",22,TRUE,NA,TRUE,"FN"
"691",5686687,"Resveratrol","Placebo","Prolactin levels","continuous",FALSE,"intervention_group_size",22,TRUE,NA,TRUE,"FN"
"692",5712123,"duloxetine 60 and etoricoxib 120mg (group D/E)","placebo","postoperative pain at rest","continuous",TRUE,"comparator_mean",3,TRUE,NA,TRUE,"FN"
"693",5712123,"duloxetine 60 and etoricoxib 120mg (group D/E)","placebo","postoperative pain at rest","continuous",TRUE,"intervention_mean",2,TRUE,NA,TRUE,"FN"
"694",5712123,"duloxetine 60 and etoricoxib 120mg (group D/E)","placebo","postoperative pain on movement","continuous",TRUE,"comparator_mean",3,TRUE,NA,TRUE,"FN"
"695",5712123,"duloxetine 60 and etoricoxib 120mg (group D/E)","placebo","postoperative pain on movement","continuous",TRUE,"intervention_mean",3.5,TRUE,NA,TRUE,"FN"
"696",5773985,"0.5% bupivacaine with 1:200000 epinephrine in group I","mixture of 39 ml of 0.5% bupivacaine with epinephrine 1:200000 and 1 ml of 300 _g buprenorphine (3 _g/kg)in group II","number of analgesic tablets","continuous",FALSE,"comparator_mean",NA,TRUE,0.8,TRUE,"FP"
"697",5773985,"0.5% bupivacaine with 1:200000 epinephrine in group I","mixture of 39 ml of 0.5% bupivacaine with epinephrine 1:200000 and 1 ml of 300 _g buprenorphine (3 _g/kg)in group II","number of analgesic tablets","continuous",FALSE,"comparator_standard_deviation",NA,TRUE,1.08,TRUE,"FP"
"698",5773985,"0.5% bupivacaine with 1:200000 epinephrine in group I","mixture of 39 ml of 0.5% bupivacaine with epinephrine 1:200000 and 1 ml of 300 _g buprenorphine (3 _g/kg)in group II","number of analgesic tablets","continuous",FALSE,"intervention_mean",NA,TRUE,1.64,TRUE,"FP"
"699",5773985,"0.5% bupivacaine with 1:200000 epinephrine in group I","mixture of 39 ml of 0.5% bupivacaine with epinephrine 1:200000 and 1 ml of 300 _g buprenorphine (3 _g/kg)in group II","number of analgesic tablets","continuous",FALSE,"intervention_standard_deviation",NA,TRUE,0.99,TRUE,"FP"
"700",5777419,"antibiotic","placebo","attachment gain","continuous",FALSE,"comparator_mean",4.3,TRUE,0.4,TRUE,"FN"
"701",5777419,"antibiotic","placebo","attachment gain","continuous",FALSE,"comparator_standard_deviation",1.4,TRUE,NA,TRUE,"FN"
"702",5777419,"antibiotic","placebo","attachment gain","continuous",FALSE,"intervention_mean",4.1,TRUE,0.3,TRUE,"FN"
"703",5777419,"antibiotic","placebo","attachment gain","continuous",FALSE,"intervention_standard_deviation",1,TRUE,NA,TRUE,"FN"
"704",5777419,"antibiotic","placebo","reduction of PPD","continuous",FALSE,"comparator_mean",2.5,TRUE,0.6,TRUE,"FN"
"705",5777419,"antibiotic","placebo","reduction of PPD","continuous",FALSE,"comparator_standard_deviation",0.6,TRUE,NA,TRUE,"FN"
"706",5777419,"antibiotic","placebo","reduction of PPD","continuous",FALSE,"intervention_mean",2.3,TRUE,0.6,TRUE,"FN"
"707",5777419,"antibiotic","placebo","reduction of PPD","continuous",FALSE,"intervention_standard_deviation",0.3,TRUE,NA,TRUE,"FN"
"708",5777419,"antibiotic","placebo","reduction of plaque","continuous",FALSE,"comparator_mean",27.4,TRUE,28.7,TRUE,"FN"
"709",5777419,"antibiotic","placebo","reduction of plaque","continuous",FALSE,"comparator_standard_deviation",13,TRUE,NA,TRUE,"FN"
"710",5777419,"antibiotic","placebo","reduction of plaque","continuous",FALSE,"intervention_mean",31.8,TRUE,26.8,TRUE,"FN"
"711",5777419,"antibiotic","placebo","reduction of plaque","continuous",FALSE,"intervention_standard_deviation",14.8,TRUE,NA,TRUE,"FN"
"712",5777419,"probiotic","placebo","attachment gain","continuous",FALSE,"comparator_mean",4.3,TRUE,0.4,TRUE,"FN"
"713",5777419,"probiotic","placebo","attachment gain","continuous",FALSE,"comparator_standard_deviation",1.4,TRUE,NA,TRUE,"FN"
"714",5777419,"probiotic","placebo","attachment gain","continuous",FALSE,"intervention_mean",3.4,TRUE,0.4,TRUE,"FN"
"715",5777419,"probiotic","placebo","attachment gain","continuous",FALSE,"intervention_standard_deviation",0.6,TRUE,NA,TRUE,"FN"
"716",5777419,"probiotic","placebo","reduction of PPD","continuous",FALSE,"comparator_mean",2.5,TRUE,0.6,TRUE,"FN"
"717",5777419,"probiotic","placebo","reduction of PPD","continuous",FALSE,"comparator_standard_deviation",0.6,TRUE,NA,TRUE,"FN"
"718",5777419,"probiotic","placebo","reduction of PPD","continuous",FALSE,"intervention_mean",2.2,TRUE,0.5,TRUE,"FN"
"719",5777419,"probiotic","placebo","reduction of PPD","continuous",FALSE,"intervention_standard_deviation",0.3,TRUE,NA,TRUE,"FN"
"720",5777419,"probiotic","placebo","reduction of plaque","continuous",FALSE,"comparator_mean",27.4,TRUE,28.7,TRUE,"FN"
"721",5777419,"probiotic","placebo","reduction of plaque","continuous",FALSE,"comparator_standard_deviation",13,TRUE,NA,TRUE,"FN"
"722",5777419,"probiotic","placebo","reduction of plaque","continuous",FALSE,"intervention_mean",28.1,TRUE,26.4,TRUE,"FN"
"723",5777419,"probiotic","placebo","reduction of plaque","continuous",FALSE,"intervention_standard_deviation",14.6,TRUE,NA,TRUE,"FN"
"724",5781260,"lemon verbena extract","placebo","Exercise-induced Creatine kinase (CK)","continuous",TRUE,"comparator_mean",160,TRUE,NA,TRUE,"FN"
"725",5781260,"lemon verbena extract","placebo","Exercise-induced Creatine kinase (CK)","continuous",TRUE,"intervention_group_size",20,TRUE,17,TRUE,"FN"
"726",5781260,"lemon verbena extract","placebo","Exercise-induced Creatine kinase (CK)","continuous",TRUE,"intervention_mean",80,TRUE,NA,TRUE,"FN"
"727",5781260,"lemon verbena extract","placebo","Glutathione peroxidase (GPxP)","continuous",TRUE,"comparator_mean",-1.5,TRUE,NA,TRUE,"FN"
"728",5781260,"lemon verbena extract","placebo","Glutathione peroxidase (GPxP)","continuous",TRUE,"intervention_group_size",20,TRUE,17,TRUE,"FN"
"729",5781260,"lemon verbena extract","placebo","Glutathione peroxidase (GPxP)","continuous",TRUE,"intervention_mean",0.5,TRUE,NA,TRUE,"FN"
"730",5781260,"lemon verbena extract","placebo","Interleukin 6","continuous",FALSE,"intervention_group_size",20,TRUE,17,TRUE,"FN"
"731",5781260,"lemon verbena extract","placebo","Movement induced pain (VAS)","continuous",FALSE,"comparator_mean",2,TRUE,NA,TRUE,"FN"
"732",5781260,"lemon verbena extract","placebo","Movement induced pain (VAS)","continuous",FALSE,"intervention_group_size",20,TRUE,17,TRUE,"FN"
"733",5781260,"lemon verbena extract","placebo","Movement induced pain (VAS)","continuous",FALSE,"intervention_mean",1.5,TRUE,NA,TRUE,"FN"
"734",5781260,"lemon verbena extract","placebo","adverse events","binary",FALSE,"comparator_group_size",20,TRUE,22,TRUE,"FN"
"735",5781260,"lemon verbena extract","placebo","adverse events","binary",FALSE,"intervention_group_size",20,TRUE,22,TRUE,"FN"
"736",5781260,"lemon verbena extract","placebo","exercise-related loss of muscle strength (MVC)","continuous",TRUE,"comparator_mean",-25,TRUE,NA,TRUE,"FN"
"737",5781260,"lemon verbena extract","placebo","exercise-related loss of muscle strength (MVC)","continuous",TRUE,"intervention_group_size",20,TRUE,17,TRUE,"FN"
"738",5781260,"lemon verbena extract","placebo","exercise-related loss of muscle strength (MVC)","continuous",TRUE,"intervention_mean",0,TRUE,NA,TRUE,"FN"
"739",5800236,"Nacadia® nature-based therapy","Cognitive behavioral therapy","Months of sick leave","continuous",TRUE,"comparator_group_size",35,TRUE,NA,TRUE,"FN"
"740",5800236,"Nacadia® nature-based therapy","Cognitive behavioral therapy","Months of sick leave","continuous",TRUE,"intervention_group_size",37,TRUE,NA,TRUE,"FN"
"741",5830087,"BTH1677 arm ( intravenous [IV] BTH1677, 4 mg/kg, weekly; IV bevacizumab, 15 mg/kg, once each 3-week cycle [Q3W]; IV carboplatin, 6 mg/mL/min Calvert formula area-under-the-curve, Q3W; and IV paclitaxel, 200 mg/m2, Q3W)","Control arm ( bevacizumab/carboplatin/paclitaxel as above)","duration of objective response","continuous",FALSE,"comparator_group_size",23,TRUE,10,TRUE,"FN"
"742",5830087,"BTH1677 arm ( intravenous [IV] BTH1677, 4 mg/kg, weekly; IV bevacizumab, 15 mg/kg, once each 3-week cycle [Q3W]; IV carboplatin, 6 mg/mL/min Calvert formula area-under-the-curve, Q3W; and IV paclitaxel, 200 mg/m2, Q3W)","Control arm ( bevacizumab/carboplatin/paclitaxel as above)","duration of objective response","continuous",FALSE,"intervention_group_size",48,TRUE,29,TRUE,"FN"
"743",5830087,"BTH1677 arm ( intravenous [IV] BTH1677, 4 mg/kg, weekly; IV bevacizumab, 15 mg/kg, once each 3-week cycle [Q3W]; IV carboplatin, 6 mg/mL/min Calvert formula area-under-the-curve, Q3W; and IV paclitaxel, 200 mg/m2, Q3W)","Control arm ( bevacizumab/carboplatin/paclitaxel as above)","progression-free survival","continuous",FALSE,"intervention_group_size",48,TRUE,50,TRUE,"FN"
"744",5874317,"Bilateral training","Unilateral training","Horizontal triple jump (non-dominant leg)","continuous",FALSE,"comparator_mean",5.7,TRUE,6.35,TRUE,"FN"
"745",5874317,"Bilateral training","Unilateral training","Horizontal triple jump (non-dominant leg)","continuous",FALSE,"comparator_standard_deviation",0.45,TRUE,0.34,TRUE,"FN"
"746",5874317,"Bilateral training","Unilateral training","Horizontal triple jump (non-dominant leg)","continuous",FALSE,"intervention_mean",5.71,TRUE,6.29,TRUE,"FN"
"747",5874317,"Bilateral training","Unilateral training","Horizontal triple jump (non-dominant leg)","continuous",FALSE,"intervention_standard_deviation",0.71,TRUE,0.31,TRUE,"FN"
"748",5976307,"etomidate","propofol based on midazolam","the incidence rate of adverse events disturbing the procedure","binary",FALSE,"comparator_events",16,TRUE,5,TRUE,"FN"
"749",5976307,"etomidate","propofol based on midazolam","the incidence rate of adverse events disturbing the procedure","binary",FALSE,"intervention_events",5,TRUE,16,TRUE,"FN"
"750",5976949,"GDM2 (less tight glycaemic targets, <5.3 mmol/L and < 7.8 mmol/L)","GDM1 (tight glycaemic targets, fasting blood glucose_<_5.1_mmol/L and <7.0_mmol/L postprandial) postprandial,), control group- normal glucose tolerance","leptin/adiponectin ratio (LAR)","continuous",FALSE,"comparator_group_size",45,TRUE,NA,TRUE,"FN"
"751",5976949,"GDM2 (less tight glycaemic targets, <5.3 mmol/L and < 7.8 mmol/L)","GDM1 (tight glycaemic targets, fasting blood glucose_<_5.1_mmol/L and <7.0_mmol/L postprandial) postprandial,), control group- normal glucose tolerance","leptin/adiponectin ratio (LAR)","continuous",FALSE,"comparator_mean",1.66,TRUE,NA,TRUE,"FN"
"752",5976949,"GDM2 (less tight glycaemic targets, <5.3 mmol/L and < 7.8 mmol/L)","GDM1 (tight glycaemic targets, fasting blood glucose_<_5.1_mmol/L and <7.0_mmol/L postprandial) postprandial,), control group- normal glucose tolerance","leptin/adiponectin ratio (LAR)","continuous",FALSE,"intervention_standard_deviation",NA,TRUE,1.66,TRUE,"FP"
