id,evidence_inference_prompt_id,pmcid,outcome,intervention,comparator,outcome_type,intervention_events,intervention_group_size,comparator_events,comparator_group_size,intervention_mean,intervention_standard_deviation,comparator_mean,comparator_standard_deviation,notes,is_data_in_figure_graphics,is_relevant_data_in_table,is_table_in_graphic_format,is_data_complete,tiktoken_with_attributes_xml_token_num,tiktoken_without_attributes_xml_token_num,tiktoken_without_attributes_markdown_token_num,split
482,5521,4144850,Sanitation facility improvement,Total Sanitation Campaign,Control,binary,630.0,1.522,342.0,1.512,,,,,Used percent to calculate outcomes for binary variables.,False,True,False,True,24614.0,13328.0,9179.0,TEST
483,5524,4144850,E. coli contaminated water,Total Sanitation Campaign,Control,binary,310.0,404.0,331.0,403.0,,,,,Used percent to calculate outcomes for binary variables.,False,True,False,True,24614.0,13328.0,9179.0,TEST
484,5712,3343759,Amsterdam-Nijmegen everyday language test (ANELT),very early speech and language therapy (SLT),control,continuous,,59.0,,55.0,,,,,"Median values are reported. Group size is based on ANELT by day 21, intent-to-treat.",False,True,False,False,3838.0,2633.0,2065.0,TEST
485,5713,3343759,history of myocardial infarction,very early speech and language therapy (SLT),control,binary,14.0,62.0,3.0,61.0,,,,,Numerical data are only in methods section.,False,True,False,True,3838.0,2633.0,2065.0,TEST
486,5714,3343759,communication ability,very early speech and language therapy (SLT),control,continuous,,,,,,,,,Unclear outcome.,False,False,False,False,3838.0,2633.0,2065.0,TEST
487,6382,3786549,Improvement in Vaginal Maturation Index,Vaginal estriol plus viable Lactobacillus acidophilus KS400,Placebo,continuous,,44.0,,44.0,35.2,21.7,9.9,14.5,Numerical values based on intention-to-treat,False,True,False,True,9725.0,6231.0,4323.0,TEST
488,6383,3786549,Baseline characteristics: menopause,Vaginal estriol plus viable Lactobacillus acidophilus KS400,Placebo,continuous,,44.0,,44.0,13.11,7.02,13.0,6.94,,False,True,False,True,9725.0,6231.0,4323.0,TEST
489,6383,3786549,Baseline characteristics: height,Vaginal estriol plus viable Lactobacillus acidophilus KS400,Placebo,continuous,,44.0,,44.0,154.86,5.45,153.43,5.88,,False,True,False,True,9725.0,6231.0,4323.0,TEST
490,6383,3786549,Baseline characteristics: weight,Vaginal estriol plus viable Lactobacillus acidophilus KS400,Placebo,continuous,,44.0,,44.0,56.16,8.1,57.82,8.24,,False,True,False,True,9725.0,6231.0,4323.0,TEST
491,6383,3786549,Baseline characteristics: deliveries,Vaginal estriol plus viable Lactobacillus acidophilus KS400,Placebo,continuous,,44.0,,44.0,2.14,1.76,2.64,1.79,,False,True,False,True,9725.0,6231.0,4323.0,TEST
492,6484,5419060,Sample rejection rate: CHC A,Phlebotomy training programme,Control,binary,79.0,10218.0,60.0,7557.0,,,,,,False,True,False,True,9292.0,5719.0,4155.0,TEST
493,6484,5419060,Sample rejection rate: CHC B,Phlebotomy training programme,Control,binary,48.0,4114.0,45.0,3973.0,,,,,,False,True,False,True,9292.0,5719.0,4155.0,TEST
494,6484,5419060,Sample rejection rate: CDC C,Phlebotomy training programme,Control,binary,37.0,2279.0,38.0,2321.0,,,,,,False,True,False,True,9292.0,5719.0,4155.0,TEST
495,6484,5419060,Sample rejection rate: CDC D,Phlebotomy training programme,Control,binary,7.0,630.0,8.0,589.0,,,,,,False,True,False,True,9292.0,5719.0,4155.0,TEST
496,6488,5419060,Request-form errors: CHC A,Phlebotomy training programme,Control,binary,8.0,10218.0,11.0,7557.0,,,,,,False,True,False,True,9292.0,5719.0,4155.0,TEST
497,6488,5419060,Request-form errors: CHC B,Phlebotomy training programme,Control,binary,12.0,4114.0,11.0,3973.0,,,,,,False,True,False,True,9292.0,5719.0,4155.0,TEST
498,6488,5419060,Request-form errors: CDC C,Phlebotomy training programme,Control,binary,6.0,2279.0,3.0,2321.0,,,,,,False,True,False,True,9292.0,5719.0,4155.0,TEST
499,6488,5419060,Request-form errors: CDC D,Phlebotomy training programme,Control,binary,0.0,630.0,0.0,589.0,,,,,,False,True,False,True,9292.0,5719.0,4155.0,TEST
500,6489,5419060,Preanalytical errors: CHC A,Phlebotomy training programme,Control,binary,27.0,10218.0,17.0,7557.0,,,,,,False,True,False,True,9292.0,5719.0,4155.0,TEST
501,6489,5419060,Preanalytical errors: CHC B,Phlebotomy training programme,Control,binary,12.0,4114.0,10.0,3973.0,,,,,,False,True,False,True,9292.0,5719.0,4155.0,TEST
502,6489,5419060,Preanalytical errors: CDC C,Phlebotomy training programme,Control,binary,10.0,2279.0,15.0,2321.0,,,,,,False,True,False,True,9292.0,5719.0,4155.0,TEST
503,6489,5419060,Preanalytical errors: CDC D,Phlebotomy training programme,Control,binary,2.0,630.0,4.0,589.0,,,,,,False,True,False,True,9292.0,5719.0,4155.0,TEST
504,6485,5419060,Phlebotomy questionnaire score: CHC A,Phlebotomy training programme,Control,continuous,,23.0,,23.0,96.0,3.89,63.0,12.31,Back calculated SD using CI,False,False,False,True,9292.0,5719.0,4155.0,TEST
505,6485,5419060,Phlebotomy questionnaire score: CHC B,Phlebotomy training programme,Control,continuous,,23.0,,23.0,93.0,1.37,58.0,7.12,Back calculated SD using CI,False,False,False,True,9292.0,5719.0,4155.0,TEST
506,6485,5419060,Phlebotomy questionnaire score: CDC C,Phlebotomy training programme,Control,continuous,,23.0,,23.0,97.0,3.85,60.0,5.25,Back calculated SD using CI,False,False,False,True,9292.0,5719.0,4155.0,TEST
507,6485,5419060,Phlebotomy questionnaire score: CDC D,Phlebotomy training programme,Control,continuous,,23.0,,23.0,97.0,1.21,63.0,4.31,Back calculated SD using CI,False,False,False,True,9292.0,5719.0,4155.0,TEST
508,6486,5419060,Techinque related rejections: CHC A,Phlebotomy training programme,Control,binary,20.0,10218.0,20.0,7557.0,,,,,,False,True,False,True,9292.0,5719.0,4155.0,TEST
509,6486,5419060,Techinque related rejections: CHC B,Phlebotomy training programme,Control,binary,15.0,4114.0,8.0,3973.0,,,,,,False,True,False,True,9292.0,5719.0,4155.0,TEST
510,6486,5419060,Techinque related rejections: CDC C,Phlebotomy training programme,Control,binary,18.0,2279.0,15.0,2321.0,,,,,,False,True,False,True,9292.0,5719.0,4155.0,TEST
511,6486,5419060,Techinque related rejections: CDC D,Phlebotomy training programme,Control,binary,2.0,630.0,4.0,589.0,,,,,,False,True,False,True,9292.0,5719.0,4155.0,TEST
512,6550,4033571,Overall seizure median percent improvement,Extended-release oxcarbazepine 2400 mg,Control,continuous,,111.0,,117.0,-42.9,,-28.7,,SD was not given,False,False,False,False,8206.0,5593.0,4514.0,TEST
513,6553,4033571,Adverse effects,Extended-release oxcarbazepine 1200 mg,Control,binary,69.0,123.0,67.0,122.0,,,,,,False,True,False,True,8206.0,5593.0,4514.0,TEST
514,6549,4033571,Overall seizure median percent reduction,Extended-release oxcarbazepine 1200 mg,Control,continuous,,109.0,,117.0,-38.3,,-28.7,,SD was not given,False,False,False,False,8206.0,5593.0,4514.0,TEST
515,6551,4033571,Seizure median percent improvement in North America,Extended-release oxcarbazepine 1200 mg,Control,continuous,,40.0,,41.0,-34.5,,-13.3,,"Group sizes are only in figure, and SD is not available.",True,False,False,False,8206.0,5593.0,4514.0,TEST
516,6552,4033571,Seizure median percent improvement in North America,Extended-release oxcarbazepine 2400 mg,Control,continuous,,35.0,,41.0,-52.7,,-13.3,,"Group sizes are only in figure, and SD is not available.",True,False,False,False,8206.0,5593.0,4514.0,TEST
517,6554,4033571,Adverse effects,Extended-release oxcarbazepine 2400 mg,Control,binary,85.0,123.0,67.0,121.0,,,,,,False,True,False,True,8206.0,5593.0,4514.0,TEST
518,6695,5154016,24 h drainage volume,Stypro hemostatic sponge,Gelatin sponge,continuous,,30.0,,32.0,187.9,82.0,230.8,75.0,,False,True,False,True,3046.0,2156.0,1642.0,TEST
519,6699,5154016,Second 24 h drainage volume,Stypro hemostatic sponge,Gelatin sponge,continuous,,30.0,,30.0,53.7,3.8,63.5,14.2,,False,True,False,True,3046.0,2156.0,1642.0,TEST
520,6700,5154016,Second 24 h drainage volume,Collagen hemostatic sponge,Gelatin sponge,continuous,,30.0,,30.0,63.3,8.9,63.5,14.2,,False,True,False,True,3046.0,2156.0,1642.0,TEST
521,6696,5154016,24 h drainage volume,Collagen hemostatic sponge,Gelatin sponge,continuous,,30.0,,30.0,185.2,68.0,230.8,75.0,,False,True,False,True,3046.0,2156.0,1642.0,TEST
522,6697,5154016,Total drainage volume,Stypro hemostatic sponge,Gelatin sponge,continuous,,30.0,,30.0,231.5,18.1,318.5,26.7,,False,True,False,True,3046.0,2156.0,1642.0,TEST
523,6698,5154016,Total drainage volume,Collagen hemostatic sponge,Gelatin sponge,continuous,,30.0,,30.0,248.5,18.8,318.5,26.7,,False,True,False,True,3046.0,2156.0,1642.0,TEST
524,6741,5325897,First test results,Evaluation with feedback,Evaluation without feedback,continuous,,15.0,,15.0,10.24,0.77,9.73,0.77,,False,False,False,True,4260.0,2410.0,1703.0,TEST
525,6741,5325897,Second test results,Evaluation with feedback,Evaluation without feedback,continuous,,15.0,,15.0,17.73,0.46,12.13,0.47,,False,False,False,True,4260.0,2410.0,1703.0,TEST
526,6742,5325897,Final test results,Evaluation with feedback,Evaluation without feedback,continuous,,15.0,,15.0,18.53,0.22,18.99,0.22,,False,False,False,True,4260.0,2410.0,1703.0,TEST
527,6916,4411165,tympanic temperature from Pre to P20 (-0.28 ±0.11°C),"whole-body to cold (whole-body cryostimulation, WBC)","whole-body except the head (partial-body cryostimulation, PBC)",continuous,,10.0,,10.0,-0.28,0.11,-0.14,0.05,Values on mean change are based on what is reported in abstract. ,True,False,False,True,3146.0,2589.0,2336.0,TEST
528,6918,4411165,systolic BP,"whole-body to cold (whole-body cryostimulation, WBC)","whole-body except the head (partial-body cryostimulation, PBC)",continuous,,10.0,,10.0,-2.1,,-2.8,,Numerical values are only in the figures. Timepoint: day 5,True,False,False,False,3146.0,2589.0,2336.0,TEST
529,6919,4411165,diastolic BP,"whole-body to cold (whole-body cryostimulation, WBC)","whole-body except the head (partial-body cryostimulation, PBC)",continuous,,10.0,,10.0,2.6,,1.25,,Numerical values are only in the figures.,True,False,False,False,3146.0,2589.0,2336.0,TEST
530,6915,4411165,effects of cryostimulation on the ANS - heart rate,"whole-body to cold (whole-body cryostimulation, WBC)","whole-body except the head (partial-body cryostimulation, PBC)",continuous,,10.0,,10.0,-7.7,2.3,-5.02,1.07,"Changed from original outcome but adding ""- heart rate"" to make it more specific. Numbers are mean change.",True,False,False,True,3146.0,2589.0,2336.0,TEST
531,6917,4411165,Tskin of the head,"whole-body to cold (whole-body cryostimulation, WBC)","whole-body except the head (partial-body cryostimulation, PBC)",continuous,,10.0,,10.0,33.2,,33.1,,Numerical values are only in the figures.,True,False,False,False,3146.0,2589.0,2336.0,TEST
532,7830,4230312,improvement of disorder,quetiapine 600 mg/day,placebo,continuous,,289.0,,204.0,-14.88,10.54,-11.61,10.12,Back calculated SD from SE.,True,False,False,True,6201.0,5058.0,3918.0,TEST
533,7829,4230312,improvement of disorder,quetiapine 300 mg/day,placebo,continuous,,283.0,,204.0,-15.58,10.43,-11.61,10.12,Back calculated SD from SE.,True,False,False,True,6201.0,5058.0,3918.0,TEST
534,8166,5800236,Months of sick leave,Nacadia® nature-based therapy,Cognitive behavioral therapy,continuous,,37.0,,35.0,,,,,Numerical values were not given for this outcome.,True,False,False,False,4517.0,2571.0,1980.0,TEST
535,7794,3508963,Pain relief,Intravenous lidocaine,Intravenous morphine,continuous,,120.0,,120.0,1.13,1.15,2.23,1.57,Values from 30 minutes.,False,True,False,True,3561.0,2387.0,1552.0,TEST
536,7793,3508963,Response to treatment,Intravenous lidocaine,Intravenous morphine,binary,108.0,120.0,84.0,120.0,,,,,,False,False,False,True,3561.0,2387.0,1552.0,TEST
537,7795,3508963,Baseline characteristics - age,Intravenous lidocaine,Intravenous morphine,continuous,,120.0,,120.0,35.23,12.37,37.71,11.08,,False,True,False,True,3561.0,2387.0,1552.0,TEST
538,7795,3508963,Baseline characteristics - hydronephrosis in left kidney,Intravenous lidocaine,Intravenous morphine,binary,52.0,120.0,52.0,120.0,,,,,,False,True,False,True,3561.0,2387.0,1552.0,TEST
539,7795,3508963,Baseline characteristics - hydronephrosis in right kidney,Intravenous lidocaine,Intravenous morphine,binary,57.0,120.0,53.0,120.0,,,,,,False,True,False,True,3561.0,2387.0,1552.0,TEST
540,7795,3508963,Baseline characteristics - did not have hydronephrosis,Intravenous lidocaine,Intravenous morphine,binary,11.0,120.0,15.0,120.0,,,,,,False,True,False,True,3561.0,2387.0,1552.0,TEST
541,7795,3508963,Baseline characteristics - history of reurrent stone,Intravenous lidocaine,Intravenous morphine,binary,49.0,120.0,64.0,120.0,,,,,,False,True,False,True,3561.0,2387.0,1552.0,TEST
542,7795,3508963,Baseline characteristics - history of first stone,Intravenous lidocaine,Intravenous morphine,binary,70.0,120.0,56.0,120.0,,,,,,False,True,False,True,3561.0,2387.0,1552.0,TEST
543,7795,3508963,Baseline characteristics - right kidney stone,Intravenous lidocaine,Intravenous morphine,binary,60.0,120.0,57.0,120.0,,,,,,False,True,False,True,3561.0,2387.0,1552.0,TEST
544,7795,3508963,Baseline characteristics - left kidney stone,Intravenous lidocaine,Intravenous morphine,binary,60.0,120.0,63.0,120.0,,,,,,False,True,False,True,3561.0,2387.0,1552.0,TEST
545,7792,3508963,Pain score after 5 minutes,Intravenous lidocaine,Intravenous morphine,continuous,,120.0,,120.0,3.18,2.27,4.45,2.16,,False,True,False,True,3561.0,2387.0,1552.0,TEST
546,8460,3263860,HbA1c reduction,Real-Time Continuous Glucose Monitoring,Control,continuous,,69.0,,68.0,-0.1,0.6,-0.1,0.6,Mean change,False,True,True,True,3178.0,2587.0,2232.0,TEST
547,8461,3263860,Severe hypoglycemia,Real-Time Continuous Glucose Monitoring,Control,binary,3.0,73.0,5.0,71.0,,,,,,False,True,True,True,3178.0,2587.0,2232.0,TEST
548,8463,3263860,Serious skin reactions,Real-Time Continuous Glucose Monitoring,Control,binary,0.0,69.0,0.0,68.0,,,,,Unclear group sizes. Used the group size for 26-week visit.,False,False,True,True,3178.0,2587.0,2232.0,TEST
549,8462,3263860,Diabetic ketoacidosis,Real-Time Continuous Glucose Monitoring,Control,binary,0.0,69.0,0.0,68.0,,,,,Unclear group sizes. Used the group size for 26-week visit.,False,False,True,True,3178.0,2587.0,2232.0,TEST
550,8464,3263860,PAID questionnaire fear of hypoglycemia,Real-Time Continuous Glucose Monitoring,Control,continuous,,69.0,,68.0,,,,,Numerical values in Table which is a graphic,False,True,True,False,3178.0,2587.0,2232.0,TEST
551,9719,3648394,LF:HF component of HRV,10-week yoga program,Control,continuous,,18.0,,19.0,0.35,0.43,0.04,0.38,Numerical values are from Week 11.,False,True,False,True,9556.0,6245.0,4261.0,TEST
552,9724,3648394,Push-up test,10-week yoga program,Control,continuous,,18.0,,19.0,21.0,11.0,20.0,13.0,Numerical values are from Week 11.,False,True,False,True,9556.0,6245.0,4261.0,TEST
553,9725,3648394,Quality of life - PCS (SF36),10-week yoga program,Control,continuous,,18.0,,19.0,47.5,2.7,46.9,4.8,"Original outcome was just ""Quality of Life"". Numerical values are from Week 11.",False,True,False,True,9556.0,6245.0,4261.0,TEST
554,9725,3648394,Quality of life - MCS (SF36),10-week yoga program,Control,continuous,,18.0,,19.0,47.5,10.6,48.5,7.7,"Original outcome was just ""Quality of Life"". Numerical values are from Week 11.",False,True,False,True,9556.0,6245.0,4261.0,TEST
555,9720,3648394,pNN50,10-week yoga program,Control,continuous,,18.0,,19.0,20.7,25.3,19.4,18.4,Numerical values are from Week 11.,False,True,False,True,9556.0,6245.0,4261.0,TEST
556,9721,3648394,Flexibility,10-week yoga program,Control,continuous,,18.0,,19.0,31.0,8.7,26.4,10.4,Numerical values are from Week 11 data for sit and reach test.,False,True,False,True,9556.0,6245.0,4261.0,TEST
557,9828,3136370,Fibromyalgia Impact Questionnaire scores,Soy shake,Control,continuous,,12.0,,16.0,-17.1,68.08,-19.57,93.53,From per protocol,False,True,False,True,6022.0,3786.0,2937.0,TEST
558,9830,3136370,Fibromyalgia Impact Questionnaire scores,Soy shake,Casein shake (Placebo),continuous,,12.0,,16.0,-17.1,68.08,-19.57,93.53,From per protocol,False,True,False,True,6022.0,3786.0,2937.0,TEST
559,9831,3136370,Center for Epidemiologic Studies Depression Scale score,Soy shake,Control,continuous,,12.0,,16.0,-4.0,12.35,-8.0,65.41,From per protocol,False,True,False,True,6022.0,3786.0,2937.0,TEST
560,9833,3136370,Center for Epidemiologic Studies Depression Scale score,Soy shake,Casein shake (Placebo),continuous,,12.0,,16.0,-4.0,12.35,-8.0,65.41,From per protocol,False,True,False,True,6022.0,3786.0,2937.0,TEST
561,9834,3496170,Learned irrelevance index,Biperiden,Placebo,continuous,,15.0,,15.0,0.19,,0.2,,numerical data in figure.,True,False,True,False,2318.0,1990.0,1731.0,TEST
562,9835,3496170,P3a amplitude,Biperiden,Placebo,continuous,,15.0,,15.0,,,,,No numerical values are given.,True,False,True,False,2318.0,1990.0,1731.0,TEST
563,9836,3496170,P3a latency,Biperiden,Placebo,continuous,,15.0,,15.0,,,,,No numerical values are given.,True,False,True,False,2318.0,1990.0,1731.0,TEST
564,9837,3496170,Self-report questionnaire,Biperiden,Placebo,continuous,,15.0,,15.0,,,,,No numerical values are given.,False,False,True,False,2318.0,1990.0,1731.0,TEST
565,9838,3496170,N1 latency,Biperiden,Placebo,continuous,,15.0,,15.0,,,,,No numerical values are given.,True,False,True,False,2318.0,1990.0,1731.0,TEST
566,9839,3496170,N1 amplitude,Biperiden,Placebo,continuous,,15.0,,15.0,,,,,numerical data in figure. Complex outcome not quite sure if possible to convert to our format,True,False,True,False,2318.0,1990.0,1731.0,TEST
567,8560,5541727,Tibial bone expansion,Allogeneic mesenchymal precursor cells,Control,continuous,,11.0,,6.0,-0.7,1.5,1.0,1.1,"Values are from ""total tibial plateau"" for 24 months",False,True,False,True,6118.0,5345.0,4032.0,TEST
568,8555,5541727,Treatment-related serious adverse events,Allogeneic mesenchymal precursor cells,Control,binary,0.0,11.0,0.0,6.0,,,,,,False,False,False,True,6118.0,5345.0,4032.0,TEST
569,8557,5541727,Activities of daily living,Allogeneic mesenchymal precursor cells,Control,continuous,,11.0,,6.0,,,,,No post intervention values,True,False,False,False,6118.0,5345.0,4032.0,TEST
570,8558,5541727,Symptoms,Allogeneic mesenchymal precursor cells,Control,continuous,,11.0,,6.0,,,,,No post intervention values,True,False,False,False,6118.0,5345.0,4032.0,TEST
571,8559,5541727,SF-36 bodily pain score,Allogeneic mesenchymal precursor cells,Control,continuous,,11.0,,6.0,,,,,No post intervention values,True,False,False,False,6118.0,5345.0,4032.0,TEST
572,8561,5541727,medial tibial cartilage volume loss,Allogeneic mesenchymal precursor cells,Control,continuous,,11.0,,6.0,-1.4,4.2,-3.3,5.3,Values are from 24 months,False,True,False,True,6118.0,5345.0,4032.0,TEST
573,8561,5541727,lateral tibial cartilage volume loss,Allogeneic mesenchymal precursor cells,Control,continuous,,11.0,,6.0,-3.7,3.4,-0.8,3.5,Values are from 24 months,False,True,False,True,6118.0,5345.0,4032.0,TEST
574,8565,2952311,Verbal rating scale pain intensity,Acupressure at distal points,Control,continuous,,11.0,,11.0,1.0,,1.6,,3912320,True,False,False,False,3603.0,2475.0,2143.0,TEST
575,8562,2952311,Verbal rating scale pain intensity,Acupressure at local points,Control,continuous,,11.0,,11.0,1.4,,1.6,,Numerical values in figure. Choose latest timepoint: 1 day,True,False,False,False,3603.0,2475.0,2143.0,TEST
576,8563,2952311,State-Trait Anxiety Inventory-I,Acupressure at local points,Control,continuous,,11.0,,11.0,41.0,,40.0,,Numerical values in figure. Choose latest timepoint: 1 day,True,False,False,False,3603.0,2475.0,2143.0,TEST
577,8567,2952311,Salivary alpha-amylase,Acupressure at distal points,Acupressure at local points,continuous,,11.0,,11.0,,,,,No post-treatment values,True,False,False,False,3603.0,2475.0,2143.0,TEST
578,8564,2952311,Muscle hardness,Acupressure at local points,Control,continuous,,11.0,,11.0,55.0,,57.0,,Numerical values in figure. Mean change in muscle hardness,True,False,False,False,3603.0,2475.0,2143.0,TEST
579,8566,2952311,State-Trait Anxiety Inventory-I,Acupressure at distal points,Control,continuous,,11.0,,11.0,42.5,,40.0,,Numerical values in figure.,True,False,False,False,3603.0,2475.0,2143.0,TEST
580,10217,3504298,Anxious symptoms,Face-based attentional bias modification,Placebo,continuous,,16.0,,14.0,,,,,"F-values given, cant use for point estimates, and values in figure",True,False,False,False,4963.0,4205.0,3331.0,TEST
581,11584,115849,Discontinuation due to lack of efficacy,etoricoxib 90 mg once daily,naproxen 500 mg twice daily,continuous,,353.0,,181.0,,,,,"found in table 2, but differences given rather than raw values. Also ranges provided rather than STD, cannot calculate",False,True,False,False,6464.0,5362.0,4091.0,TEST
582,10219,3504298,Attentional Function,Word-based attentional bias modification,Face-based attentional bias modification,continuous,,16.0,,16.0,,,,,"F-values given, cant use for point estimates, and values in figure",True,False,False,False,4963.0,4205.0,3331.0,TEST
583,10218,3504298,Difference of cortisol on waking and the highest level of following samples,Word-based attentional bias modification,Placebo,continuous,,16.0,,15.0,,,,,"F-values given, cant use for point estimates, and values in figure",True,False,False,False,4963.0,4205.0,3331.0,TEST
584,10215,3504298,Depressive symptoms,Face-based attentional bias modification,Placebo,continuous,,16.0,,14.0,,,,,"F-values given, cant use for point estimates",False,False,False,False,4963.0,4205.0,3331.0,TEST
585,10216,3504298,Depressive symptoms,Word-based attentional bias modification,Placebo,continuous,,16.0,,15.0,,,,,"F-values given, cant use for point estimates",False,False,False,False,4963.0,4205.0,3331.0,TEST
586,11522,547916,matrix metalloproteinase-9 (MMP-9),doxycycline (100 mg),placebo,continuous,,10.0,,4.0,2.18,1.94,3.26,3.58,found in abstract,False,False,False,True,4542.0,3636.0,2822.0,TEST
587,11581,115849,patients discontinued due to lack of efficacy,etoricoxib 90 mg once daily,placebo,binary,44.0,353.0,90.0,357.0,,,,,found in fig 1,True,False,False,True,6464.0,5362.0,4091.0,TEST
588,11581,115849,patients discontinued due to lack of efficacy,naproxen 500 mg twice daily,placebo,binary,19.0,181.0,90.0,357.0,,,,,found in fig 1,True,False,False,True,6464.0,5362.0,4091.0,TEST
589,11583,115849,Patient global assessment of disease activity,etoricoxib 90 mg once daily,placebo,continuous,,353.0,,357.0,,,,,"found in table 2, but differences given rather than raw values. Also ranges provided rather than STD, cannot calculate",False,True,False,False,6464.0,5362.0,4091.0,TEST
590,11583,115849,investigator global assessment of disease activity,etoricoxib 90 mg once daily,placebo,continuous,,353.0,,357.0,,,,,"found in table 2, but differences given rather than raw values. Also ranges provided rather than STD, cannot calculate",False,True,False,False,6464.0,5362.0,4091.0,TEST
591,11583,115849,Tender joint count,etoricoxib 90 mg once daily,placebo,continuous,,353.0,,357.0,,,,,"found in table 2, but differences given rather than raw values. Also ranges provided rather than STD, cannot calculate",False,True,False,False,6464.0,5362.0,4091.0,TEST
592,11583,115849,Swollen joint count,etoricoxib 90 mg once daily,placebo,continuous,,353.0,,357.0,,,,,"found in table 2, but differences given rather than raw values. Also ranges provided rather than STD, cannot calculate",False,True,False,False,6464.0,5362.0,4091.0,TEST
593,11583,115849,Patient global assessment of pain,etoricoxib 90 mg once daily,placebo,continuous,,353.0,,357.0,,,,,"found in table 2, but differences given rather than raw values. Also ranges provided rather than STD, cannot calculate",False,True,False,False,6464.0,5362.0,4091.0,TEST
594,11583,115849,Health Assessment Questionnaire disability,etoricoxib 90 mg once daily,placebo,continuous,,353.0,,357.0,,,,,"found in table 2, but differences given rather than raw values. Also ranges provided rather than STD, cannot calculate",False,True,False,False,6464.0,5362.0,4091.0,TEST
595,11583,115849,Serum C-reactive protein,etoricoxib 90 mg once daily,placebo,continuous,,353.0,,357.0,,,,,"found in table 2, but differences given rather than raw values. Also ranges provided rather than STD, cannot calculate",False,True,False,False,6464.0,5362.0,4091.0,TEST
596,11583,115849,ACR20 responder criteria,etoricoxib 90 mg once daily,placebo,continuous,,353.0,,357.0,,,,,"found in table 2, but differences given rather than raw values. Also ranges provided rather than STD, cannot calculate",False,True,False,False,6464.0,5362.0,4091.0,TEST
597,11583,115849,Discontinuation due to lack of efficacy,etoricoxib 90 mg once daily,placebo,continuous,,353.0,,357.0,,,,,"found in table 2, but differences given rather than raw values. Also ranges provided rather than STD, cannot calculate",False,True,False,False,6464.0,5362.0,4091.0,TEST
598,11583,115849,Patient global assessment of disease activity,naproxen 500 mg twice daily,placebo,continuous,,181.0,,357.0,,,,,"found in table 2, but differences given rather than raw values. Also ranges provided rather than STD, cannot calculate",False,True,False,False,6464.0,5362.0,4091.0,TEST
599,11583,115849,investigator global assessment of disease activity,naproxen 500 mg twice daily,placebo,continuous,,181.0,,357.0,,,,,"found in table 2, but differences given rather than raw values. Also ranges provided rather than STD, cannot calculate",False,True,False,False,6464.0,5362.0,4091.0,TEST
600,11583,115849,Tender joint count,naproxen 500 mg twice daily,placebo,continuous,,181.0,,357.0,,,,,"found in table 2, but differences given rather than raw values. Also ranges provided rather than STD, cannot calculate",False,True,False,False,6464.0,5362.0,4091.0,TEST
601,11583,115849,Swollen joint count,naproxen 500 mg twice daily,placebo,continuous,,181.0,,357.0,,,,,"found in table 2, but differences given rather than raw values. Also ranges provided rather than STD, cannot calculate",False,True,False,False,6464.0,5362.0,4091.0,TEST
602,11583,115849,Patient global assessment of pain,naproxen 500 mg twice daily,placebo,continuous,,181.0,,357.0,,,,,"found in table 2, but differences given rather than raw values. Also ranges provided rather than STD, cannot calculate",False,True,False,False,6464.0,5362.0,4091.0,TEST
603,11583,115849,Health Assessment Questionnaire disability,naproxen 500 mg twice daily,placebo,continuous,,181.0,,357.0,,,,,"found in table 2, but differences given rather than raw values. Also ranges provided rather than STD, cannot calculate",False,True,False,False,6464.0,5362.0,4091.0,TEST
604,11583,115849,Serum C-reactive protein,naproxen 500 mg twice daily,placebo,continuous,,181.0,,357.0,,,,,"found in table 2, but differences given rather than raw values. Also ranges provided rather than STD, cannot calculate",False,True,False,False,6464.0,5362.0,4091.0,TEST
605,11583,115849,ACR20 responder criteria,naproxen 500 mg twice daily,placebo,continuous,,181.0,,357.0,,,,,"found in table 2, but differences given rather than raw values. Also ranges provided rather than STD, cannot calculate",False,True,False,False,6464.0,5362.0,4091.0,TEST
606,11583,115849,Discontinuation due to lack of efficacy,naproxen 500 mg twice daily,placebo,continuous,,181.0,,357.0,,,,,"found in table 2, but differences given rather than raw values. Also ranges provided rather than STD, cannot calculate",False,True,False,False,6464.0,5362.0,4091.0,TEST
607,11584,115849,Patient global assessment of disease activity,etoricoxib 90 mg once daily,naproxen 500 mg twice daily,continuous,,353.0,,181.0,,,,,"found in table 2, but differences given rather than raw values. Also ranges provided rather than STD, cannot calculate",False,True,False,False,6464.0,5362.0,4091.0,TEST
608,11584,115849,investigator global assessment of disease activity,etoricoxib 90 mg once daily,naproxen 500 mg twice daily,continuous,,353.0,,181.0,,,,,"found in table 2, but differences given rather than raw values. Also ranges provided rather than STD, cannot calculate",False,True,False,False,6464.0,5362.0,4091.0,TEST
609,11584,115849,Tender joint count,etoricoxib 90 mg once daily,naproxen 500 mg twice daily,continuous,,353.0,,181.0,,,,,"found in table 2, but differences given rather than raw values. Also ranges provided rather than STD, cannot calculate",False,True,False,False,6464.0,5362.0,4091.0,TEST
610,11584,115849,Swollen joint count,etoricoxib 90 mg once daily,naproxen 500 mg twice daily,continuous,,353.0,,181.0,,,,,"found in table 2, but differences given rather than raw values. Also ranges provided rather than STD, cannot calculate",False,True,False,False,6464.0,5362.0,4091.0,TEST
